property_type,price_aprox_usd,surface_covered_in_m2,state,lat,lon
apartment,162206.93,50.0,Distrito Federal,19.349449,-99.147779
apartment,790297.25,70.0,Distrito Federal,19.31608,-99.126443
apartment,240000.0,103.0,Quintana Roo,20.621659,-87.100348
apartment,35519.53,75.0,Distrito Federal,19.351371,-99.161529
apartment,39887.51,70.0,Distrito Federal,19.38828,-99.195529
house,94593.04,100.0,Distrito Federal,19.452751,-99.056419
house,94331.17,0.0,Quintana Roo,21.139271,-86.859673
house,36880.53,72.0,Distrito Federal,19.387764,-99.205826
apartment,245050.24,122.0,Distrito Federal,19.314545,-99.140672
house,521561.78,243.0,Distrito Federal,19.3455921,-99.1484149
apartment,71407.11,70.0,Distrito Federal,19.452245,-99.15589
apartment,196943.14,160.0,Quintana Roo,21.129547,-86.817017
apartment,98787.15,75.0,Distrito Federal,19.284672,-99.220367
apartment,26876.47,48.0,Distrito Federal,19.3679029336,-99.0084283054
house,1100000.0,450.0,Quintana Roo,21.1347621,-86.7461357
apartment,44049.06,55.0,Distrito Federal,19.421822,-99.144041
house,35835.3,78.0,Distrito Federal,19.387764,-99.205826
apartment,158096.93,187.0,Quintana Roo,21.129547,-86.817017
house,108893.63,130.0,Distrito Federal,19.388079,-99.08268
apartment,310850.25,150.0,Distrito Federal,19.272743,-99.17952
apartment,36090.24,75.5,Distrito Federal,19.3694540731,-99.0072441101
apartment,49525.29,51.0,Distrito Federal,19.415143,-99.14685
house,416223.22,200.5,Distrito Federal,19.3807372,-99.2570787
house,176499.72,350.0,Distrito Federal,19.317653,-99.236291
house,233298.38,261.0,Distrito Federal,19.301271,-99.139389
apartment,342462.14,140.0,Distrito Federal,19.3376152,-99.194904
apartment,175231.5,110.0,Distrito Federal,19.428324,-99.176337
apartment,60589.45,80.0,Distrito Federal,19.402944,-99.199727
house,181811.47,293.0,Quintana Roo,21.1617159743,-86.8234346813
apartment,255590.04,97.0,Distrito Federal,19.2464696,-99.1013498
apartment,241936.33,64.0,Distrito Federal,19.409369,-99.171906
house,263432.41,280.0,Distrito Federal,19.421453,-99.10697
apartment,40645.77,72.0,Distrito Federal,19.2790911,-99.2114234
apartment,203369.82,89.0,Distrito Federal,19.436516,-99.173988
apartment,44618.39,380.0,Distrito Federal,19.322171,-99.093858
apartment,26870.1,54.0,Distrito Federal,19.448311,-99.157021
apartment,106581.59,78.0,Distrito Federal,19.437316,-99.174282
house,271451.3,417.0,Distrito Federal,19.486366,-99.127437
apartment,20341.8,52.0,Distrito Federal,19.329188,-99.07105
apartment,31611.89,50.0,Distrito Federal,19.501052,-99.093589
apartment,124887.77,60.0,Distrito Federal,19.386545,-99.144006
apartment,21343.71,60.0,Distrito Federal,19.446313,-99.14006
house,237089.17,330.0,Distrito Federal,19.3073525,-99.1061901
house,44794.13,90.0,Quintana Roo,21.139641,-86.879738
apartment,147522.15,90.0,Distrito Federal,19.376541,-99.180214
house,146151.81,350.0,Distrito Federal,19.354219,-99.126244
apartment,86142.4,70.0,Distrito Federal,19.394073,-99.153915
house,222547.7,160.0,Distrito Federal,19.288296,-99.121208
apartment,52159.61,42.0,Distrito Federal,19.469681,-99.086136
apartment,39883.66,85.0,Distrito Federal,19.373446,-99.139389
apartment,65858.1,60.0,Distrito Federal,19.400379,-99.131088
apartment,337720.36,135.0,Distrito Federal,23.634501,-102.552788
apartment,1500000.0,325.0,Distrito Federal,19.401079,-99.24807
house,234665.59,200.0,Distrito Federal,19.28127,-99.132254
house,1100000.0,350.0,Quintana Roo,21.0448129679,-86.7828941345
house,123842.59,160.0,Quintana Roo,21.129547,-86.817017
apartment,97996.85,87.0,Distrito Federal,19.375311,-99.13952
house,922013.46,1450.0,Distrito Federal,19.295407,-99.113416
apartment,263432.41,110.0,Distrito Federal,19.40899,-99.168508
apartment,48114.16,65.0,Distrito Federal,19.4566382427,-99.200373888
apartment,106690.12,60.0,Distrito Federal,19.328833,-99.133163
house,580000.0,468.0,Quintana Roo,21.158964,-86.845937
apartment,3650000.0,575.0,Distrito Federal,19.400524,-99.230064
apartment,197574.31,107.0,Distrito Federal,19.352219,-99.157096
apartment,83097.12,85.0,Distrito Federal,19.396705,-99.181902
house,184402.69,160.0,Distrito Federal,19.262049,-99.1138
house,36880.53,70.0,Distrito Federal,19.301287,-99.070739
apartment,105372.96,58.0,Distrito Federal,19.506042,-99.153915
house,616578.04,287.0,Distrito Federal,19.3361304282,-99.2020529509
store,223917.55,355.0,Distrito Federal,19.403428,-99.142753
apartment,326656.19,137.0,Distrito Federal,19.275206,-99.218292
house,220000.0,220.0,Quintana Roo,21.139086,-86.84964
apartment,48734.99,380.0,Distrito Federal,19.436024,-99.15461
apartment,92833.58,90.0,Distrito Federal,23.634501,-102.552788
house,579551.32,433.0,Distrito Federal,19.359787,-99.156745
apartment,1673373.0,231.0,Distrito Federal,19.4287384,-99.1894165
apartment,121207.64,170.0,Quintana Roo,21.1397389,-86.8317877
apartment,64488.25,57.0,Distrito Federal,19.366738,-99.14554
apartment,250425.54,88.0,Distrito Federal,19.3584465,-99.2719561
house,62960.34,220.0,Quintana Roo,21.1554854345,-86.8750159442
apartment,75815.85,85.0,Distrito Federal,19.355921,-99.180214
apartment,68492.42,75.0,Distrito Federal,19.329479,-99.070599
apartment,60603.82,0.0,Distrito Federal,19.2814228,-99.1418011
apartment,79029.72,67.0,Distrito Federal,19.428152,-99.106194
apartment,270983.78,99.0,Distrito Federal,19.3867842,-99.1771664
apartment,271399.73,128.0,Quintana Roo,21.1591424,-86.8053312
apartment,168596.74,132.5,Distrito Federal,19.4597257,-99.1076622
apartment,285318.38,137.0,Distrito Federal,19.381729,-99.164986
apartment,163064.66,65.0,Distrito Federal,19.446829,-99.159454
house,125393.83,150.0,Distrito Federal,19.337902,-99.236776
house,106742.81,154.0,Distrito Federal,19.412657,-99.134227
house,147522.15,340.0,Distrito Federal,19.3705071,-99.2266013
apartment,63750.64,64.0,Distrito Federal,19.3653,-99.148217
store,65000.0,56.0,Quintana Roo,21.129547,-86.817017
apartment,156444.61,52.0,Distrito Federal,19.405298,-99.164986
apartment,126447.56,120.0,Distrito Federal,19.30829,-99.218079
apartment,36309.59,53.0,Distrito Federal,19.496491,-99.149702
apartment,110114.75,80.0,Distrito Federal,19.387579,-99.170353
house,218806.96,125.0,Distrito Federal,19.40158,-99.15333
apartment,209741.93,134.0,Quintana Roo,21.1445071449,-86.8220307492
apartment,106581.59,78.0,Distrito Federal,19.434723,-99.175887
apartment,61116.32,70.0,Distrito Federal,19.457182,-99.214865
apartment,90578.6,59.0,Distrito Federal,19.443178,-99.144234
apartment,30018.12,50.0,Distrito Federal,19.302588,-99.048903
apartment,117037.0,47.0,Quintana Roo,20.3917349367,-87.4081626534
apartment,45848.11,70.0,Distrito Federal,19.480501,-99.178139
house,1275000.0,600.0,Distrito Federal,19.405931,-99.2507755
apartment,138724.79,70.0,Distrito Federal,19.3908165,-99.1466355
house,47769.09,80.0,Distrito Federal,19.309208,-99.171906
apartment,92201.34,60.0,Distrito Federal,19.39868,-99.132459
apartment,148312.45,137.0,Quintana Roo,21.082655,-86.857162
apartment,275000.0,288.0,Quintana Roo,20.7612007256,-86.9581328501
apartment,193932.23,70.0,Distrito Federal,19.4432497,-99.2028636
apartment,8695.33,49.0,Distrito Federal,19.2837372171,-99.0549311042
house,36836.58,65.0,Quintana Roo,20.6295586,-87.0738851
house,42760.35,120.0,Distrito Federal,19.51704,-99.139062
apartment,74621.65,80.0,Distrito Federal,19.35066,-99.122212
house,76940.5,120.0,Distrito Federal,19.34448,-99.058503
apartment,48581.99,66.0,Distrito Federal,23.634501,-102.552788
apartment,236891.6,47.0,Distrito Federal,19.409369,-99.171906
apartment,81196.95,86.0,Distrito Federal,19.351277,-99.221244
house,5000000.0,1325.0,Distrito Federal,19.4066702,-99.2278752
apartment,48191.69,60.0,Distrito Federal,19.383446,-99.137643
apartment,43729.78,54.0,Distrito Federal,19.375278,-99.205132
apartment,263056.39,165.0,Quintana Roo,21.1110732141,-86.8539552391
apartment,38039.64,80.0,Distrito Federal,19.52589,-99.151703
house,1130000.0,484.0,Distrito Federal,19.286903,-99.1672076
house,1053979.56,379.0,Distrito Federal,19.3876226,-99.1853633
house,258321.83,352.0,Distrito Federal,19.3683533476,-99.1286677122
house,237089.17,325.0,Quintana Roo,21.18041,-86.825673
house,147557.13,268.0,Quintana Roo,21.203037,-86.806343
apartment,332003.56,151.0,Distrito Federal,19.3309328,-99.2258874
apartment,98810.58,75.0,Distrito Federal,19.2660749,-99.2284223
apartment,32138.75,54.0,Distrito Federal,19.505199,-99.155991
apartment,189716.32,150.0,Distrito Federal,19.2775156,-99.1645304
house,158059.45,320.0,Distrito Federal,19.315969,-99.268462
apartment,90115.25,100.0,Distrito Federal,19.348706,-99.186108
house,685086.71,480.0,Distrito Federal,19.34189,-99.166374
apartment,78679.57,60.0,Distrito Federal,19.368364,-99.293257
apartment,62844.43,70.0,Distrito Federal,19.485465,-99.13018
house,85372.34,200.0,Distrito Federal,19.287738,-99.220264
apartment,33719.34,350.0,Distrito Federal,19.3141429,-99.0882132
house,579688.75,500.0,Quintana Roo,21.161908,-86.8515279
apartment,177695.7,83.0,Distrito Federal,19.300302,-99.112552
apartment,104319.23,85.0,Distrito Federal,19.44661,-99.160309
house,21074.59,50.0,Benito Juárez,21.138009,-86.842294
house,139619.18,320.0,Quintana Roo,21.117184,-86.849105
house,63381.84,152.0,Distrito Federal,19.524143,-99.160149
apartment,482195.65,161.0,Distrito Federal,19.304177072,-99.2225289345
house,98633.83,193.0,Distrito Federal,19.345821,-99.127943
house,795000.0,0.0,Quintana Roo,20.3868736,-87.3236335
apartment,63013.03,74.0,Quintana Roo,20.6538430931,-87.0860561728
house,51158.57,236.0,Zacatecas,22.356106,-102.873772
apartment,44167.29,49.0,Distrito Federal,19.357981,-99.080612
apartment,62907.66,60.0,Distrito Federal,23.634501,-102.552788
apartment,24421.23,50.0,Distrito Federal,19.410904,-99.144807
apartment,263432.41,154.0,Distrito Federal,19.389791,-99.164696
apartment,108270.72,60.0,Distrito Federal,19.375412,-99.144234
apartment,185000.0,145.0,Quintana Roo,20.613375,-87.089897
house,265000.0,207.0,Quintana Roo,20.6256382398,-87.0891513884
apartment,40051.22,70.0,Distrito Federal,19.370272,-99.149127
apartment,368805.38,106.0,Distrito Federal,19.438021,-99.188566
apartment,57000.0,50.0,Quintana Roo,20.503029,-87.222649
house,175972.85,432.0,Distrito Federal,19.449268,-99.089926
house,490000.0,295.0,Quintana Roo,20.609392,-87.096623
apartment,415696.35,150.0,Distrito Federal,19.393431,-99.175782
apartment,122408.24,175.0,Distrito Federal,19.397686,-99.161395
house,2213357.08,1118.0,Distrito Federal,19.3234957,-99.210996
house,237089.17,296.0,Distrito Federal,19.523924,-99.151918
house,134382.39,300.0,Distrito Federal,19.334738,-99.176758
apartment,53160.66,42.0,Distrito Federal,19.487401,-99.117299
house,250000.0,2000.0,Quintana Roo,20.8482492,-86.876106
apartment,800000.0,1045.0,Quintana Roo,20.6295586,-87.0738851
house,30333.45,90.0,Distrito Federal,19.33923,-99.218987
apartment,290000.0,126.0,Quintana Roo,21.129547,-86.817017
apartment,172440.85,110.0,Distrito Federal,19.386821,-99.164805
apartment,131716.2,164.0,Distrito Federal,19.391074,-99.165737
house,107758.08,110.0,Distrito Federal,23.634501,-102.552788
apartment,85021.0,450.0,Distrito Federal,19.349874,-99.12506
house,358268.08,229.0,Distrito Federal,19.318155,-99.220718
apartment,26870.1,70.0,Distrito Federal,19.361468,-99.083751
apartment,151546.45,49.0,Distrito Federal,19.4028827625,-99.1687436511
apartment,68070.93,70.0,Distrito Federal,19.400731,-99.125466
apartment,51770.26,110.0,Distrito Federal,19.357596,-99.107303
house,51833.66,64.0,Distrito Federal,19.31672,-99.086374
apartment,115278.02,113.0,Distrito Federal,19.431756,-99.161923
house,4700000.0,796.0,Distrito Federal,19.352129,-99.276293
house,35571.81,57.0,Quintana Roo,20.4973693692,-86.940050628
apartment,78521.47,55.0,Distrito Federal,19.457911,-99.144234
apartment,1614122.0,251.0,Distrito Federal,19.4354835,-99.2106606
apartment,96732.66,71.0,Distrito Federal,19.3905096814,-99.1797745215
apartment,47348.86,43.0,Distrito Federal,19.443592,-99.121407
apartment,209741.93,108.0,Distrito Federal,19.390031,-99.174182
house,135931.12,208.0,Quintana Roo,21.11222,-86.852182
apartment,150830.86,78.0,Distrito Federal,19.364891,-99.148384
apartment,100000.0,91.0,Quintana Roo,20.626583,-87.078659
apartment,98787.15,75.0,Distrito Federal,19.284672,-99.220367
apartment,33543.69,75.0,Distrito Federal,19.422817,-99.058911
apartment,226102.91,141.0,Distrito Federal,19.334242357,-99.240411222
apartment,57375.58,66.0,Distrito Federal,19.448847,-99.17845
apartment,62117.36,189.0,Distrito Federal,19.402991,-99.173922
apartment,98030.63,117.0,Quintana Roo,21.082655,-86.857162
apartment,225400.0,90.0,Quintana Roo,20.6343104242,-87.07218647
house,115910.26,150.0,Distrito Federal,19.255997,-99.087524
apartment,51817.05,280.0,Distrito Federal,19.4066179,-99.136137
house,474178.35,410.0,Distrito Federal,19.485292,-99.119214
apartment,69299.15,57.0,Distrito Federal,19.406622,-99.124168
apartment,55320.8,65.0,Distrito Federal,19.436561,-99.15195
apartment,48631.2,490.0,Distrito Federal,19.28008,-99.217066
apartment,35107.0,71.0,Distrito Federal,19.2812307923,-99.1871774197
apartment,163328.09,100.0,Distrito Federal,19.394358,-99.177444
apartment,75394.35,60.0,Distrito Federal,19.46646,-99.16088
apartment,210247.84,107.0,Distrito Federal,19.3765891,-99.1531067
apartment,21074.59,60.0,Distrito Federal,19.332034,-99.062028
apartment,98787.15,75.0,Distrito Federal,19.291964,-99.221756
apartment,251637.62,133.0,Distrito Federal,19.394073,-99.153915
apartment,175176.67,90.0,Distrito Federal,19.5324951,-99.1407725
apartment,44520.07,79.0,Distrito Federal,19.41973,-99.111403
apartment,175273.05,100.0,Distrito Federal,19.428324,-99.176337
house,202891.06,264.0,Quintana Roo,21.1113134241,-86.8480865657
apartment,44783.51,56.0,Distrito Federal,19.392349,-99.07093
apartment,197621.16,125.0,Distrito Federal,19.33923,-99.218987
house,79029.72,279.0,Distrito Federal,19.352972,-99.238373
apartment,47417.83,66.0,Distrito Federal,19.384327,-99.215523
apartment,135225.12,65.0,Distrito Federal,19.298168,-99.113106
house,447835.11,450.0,Quintana Roo,21.161908,-86.8515279
house,632237.8,570.0,Distrito Federal,19.3470575,-99.2965778
apartment,115910.26,80.0,Distrito Federal,19.38512,-99.164668
house,76764.8,160.0,Distrito Federal,19.461966,-99.093056
apartment,39887.51,70.0,Distrito Federal,19.38828,-99.195529
apartment,53158.13,95.0,Distrito Federal,19.39365,-99.14769
house,233675.09,350.0,Distrito Federal,19.319931,-99.149071
apartment,89567.02,64.0,Distrito Federal,19.410307,-99.065399
apartment,323000.0,133.0,Quintana Roo,20.637302,-87.068844
apartment,79029.72,67.0,Distrito Federal,19.428152,-99.106194
apartment,658737.22,298.0,Distrito Federal,19.3583853,-99.2085429
apartment,45837.24,50.0,Distrito Federal,19.404515,-99.059758
apartment,711436.2,250.0,Distrito Federal,19.4334011,-99.1873074
apartment,172177.53,80.0,Distrito Federal,23.634501,-102.552788
apartment,46954.78,80.0,Distrito Federal,19.378533,-99.187561
apartment,131747.44,91.0,Distrito Federal,19.377651,-99.128459
house,169123.61,250.0,Distrito Federal,19.365175,-99.230064
apartment,50052.15,67.0,Distrito Federal,19.443178,-99.144234
apartment,1315000.0,311.0,Distrito Federal,19.4332386,-99.1933503
apartment,52665.4,45.0,Distrito Federal,19.416979,-99.144176
apartment,36037.55,74.0,Distrito Federal,19.506875,-99.107449
house,2600000.0,700.0,Distrito Federal,19.401079,-99.24807
apartment,87459.56,100.0,Distrito Federal,19.335921,-99.168726
house,25289.51,62.0,Zacatecas,22.754813,-102.603387
apartment,141982.43,71.0,Distrito Federal,19.5010872,-99.1230477
apartment,71653.61,80.0,Distrito Federal,19.391834,-99.188695
house,908841.84,500.0,Distrito Federal,19.343783,-99.187229
house,55320.8,132.0,Distrito Federal,19.440334,-99.171497
house,1844026.93,1200.0,Distrito Federal,19.360235,-99.180964
apartment,45802.15,65.0,Distrito Federal,19.456439,-99.144414
house,104354.32,253.0,Distrito Federal,19.392937,-99.263313
house,85352.1,160.0,Zacatecas,22.745473,-102.597508
house,100677.54,163.0,Quintana Roo,20.6544441937,-87.0865758508
apartment,19498.62,0.0,Distrito Federal,19.4497489958,-99.1629087925
apartment,734623.75,240.0,Distrito Federal,19.401079,-99.24807
house,97101.18,89.0,Distrito Federal,19.323772,-99.116562
apartment,55333.92,90.0,Distrito Federal,19.282522,-99.145634
apartment,44520.07,65.0,Distrito Federal,19.41973,-99.111403
house,260859.94,280.0,Distrito Federal,19.317389,-99.224622
apartment,39409.48,52.0,Distrito Federal,19.438641,-99.098522
house,363536.73,480.0,Quintana Roo,21.158964,-86.845937
apartment,30417.64,54.0,Distrito Federal,19.342342,-99.026005
house,298697.8,250.0,Distrito Federal,19.290953,-99.124863
apartment,192351.27,125.0,Distrito Federal,19.3349552,-99.2233579
house,105372.96,140.0,Distrito Federal,19.420166,-99.220367
apartment,52686.48,61.0,Distrito Federal,19.376392,-99.192439
house,242415.29,187.0,Distrito Federal,19.3037588,-99.1142505
house,47780.42,70.0,Distrito Federal,19.309208,-99.171906
house,59579.87,170.0,Distrito Federal,19.283032,-99.22548
apartment,73761.07,112.0,Distrito Federal,19.336195,-99.23692
house,104319.23,180.0,Distrito Federal,19.499457,-99.111937
apartment,115910.26,72.0,Distrito Federal,19.4447238,-99.1719095
apartment,51000.51,56.0,Distrito Federal,19.345893,-99.067395
house,395242.33,419.0,Distrito Federal,19.3271667,-99.2245237
apartment,73778.56,71.0,Distrito Federal,19.444723,-99.186447
apartment,30322.07,60.0,Distrito Federal,19.509401,-99.203751
apartment,191500.0,56.0,Solidaridad,20.626583,-87.078659
house,137017.34,250.0,Distrito Federal,19.449408,-99.069566
apartment,157295.49,75.0,Distrito Federal,19.39365,-99.14769
apartment,152719.99,62.0,Distrito Federal,19.39365,-99.14769
apartment,202605.03,90.0,Distrito Federal,19.409369,-99.171906
house,1850000.0,408.0,Quintana Roo,21.129547,-86.817017
house,322366.46,290.0,Distrito Federal,19.449514,-99.160921
house,131716.2,170.0,Distrito Federal,19.300434,-99.23413
apartment,57955.13,14055.0,Distrito Federal,19.394073,-99.153915
house,176499.72,350.0,Distrito Federal,19.317653,-99.236291
apartment,168636.73,0.0,Quintana Roo,21.129547,-86.817017
apartment,765890.0,75.0,Distrito Federal,19.4340879,-99.2005149
apartment,118207.92,150.0,Distrito Federal,19.380747,-99.155304
apartment,419200.0,125.0,Quintana Roo,20.626583,-87.078659
apartment,159640.04,127.0,Distrito Federal,19.370852,-99.137551
apartment,332662.45,120.0,Distrito Federal,19.405298,-99.164986
house,128028.15,95.0,Distrito Federal,19.300716,-99.108312
apartment,28977.56,65.0,Distrito Federal,19.361385,-99.246689
apartment,57733.84,80.0,Distrito Federal,19.376456,-99.145563
house,88950.38,70.0,Solidaridad,20.669436,-87.041784
apartment,145185.68,60.0,Distrito Federal,19.357824,-99.286752
house,167530.05,238.0,Distrito Federal,19.3437444,-99.1561883
house,68492.42,96.0,Distrito Federal,19.469769,-99.157379
apartment,684924.28,78.0,Distrito Federal,19.4318149,-99.1940586
apartment,39524.23,60.0,Distrito Federal,19.387651,-99.142257
apartment,390000.0,185.0,Quintana Roo,21.1721465895,-86.818202734
house,202842.96,295.0,Quintana Roo,21.140179,-86.828308
apartment,52159.61,42.0,Distrito Federal,19.469681,-99.086136
apartment,850000.0,139.0,Distrito Federal,19.3925803,-99.2511366
house,50507.47,163.0,Distrito Federal,19.285891,-99.108269
house,31980.69,80.0,Benito Juárez,21.151917,-86.899796
apartment,48998.42,60.0,Distrito Federal,19.332495,-99.168057
house,47429.08,0.0,Quintana Roo,20.6722013128,-87.0732244849
apartment,71390.18,227.0,Distrito Federal,19.451781,-99.152476
house,131716.2,200.0,Distrito Federal,19.303833,-99.107831
house,147557.13,320.0,Distrito Federal,19.340768,-99.210494
apartment,194939.99,60.0,Distrito Federal,19.443178,-99.20237
house,1950000.0,730.0,Distrito Federal,19.401079,-99.24807
store,265075.86,300.0,Distrito Federal,19.327168,-99.224525
house,842983.74,575.0,Distrito Federal,19.30198,-99.205416
apartment,328236.79,137.0,Distrito Federal,19.358585,-99.185753
apartment,36915.68,75.0,Distrito Federal,19.504985,-99.208557
house,384611.33,412.0,Distrito Federal,19.300732,-99.112828
house,1600000.0,802.0,Distrito Federal,19.390415,-99.254997
house,305581.6,450.0,Quintana Roo,21.129547,-86.817017
apartment,81664.04,90.0,Distrito Federal,19.436516,-99.173988
house,32159.82,80.0,Distrito Federal,19.325608,-99.06112
house,124340.1,115.0,Distrito Federal,19.272161,-99.166433
apartment,86142.4,346.0,Distrito Federal,19.397983,-99.146696
apartment,174140.42,80.0,Distrito Federal,19.383952,-99.160229
apartment,66989.12,80.0,Distrito Federal,19.397356,-99.149456
apartment,130026.02,355.0,Distrito Federal,23.634501,-102.552788
apartment,764135.18,300.0,Distrito Federal,19.390415,-99.254997
apartment,106690.12,60.0,Distrito Federal,19.328833,-99.133163
house,142253.5,320.0,Distrito Federal,19.300696,-99.069651
apartment,168636.73,230.0,Quintana Roo,21.145283,-86.822662
apartment,116331.75,60.0,Distrito Federal,19.300642,-99.11401
apartment,193000.0,85.0,Quintana Roo,20.1999029736,-87.4550771713
apartment,100128.05,85.0,Distrito Federal,19.3935712,-99.113412
house,131716.2,291.0,Distrito Federal,19.506042,-99.153915
house,90146.57,208.0,Distrito Federal,19.300158,-99.058495
apartment,60287.63,80.0,Distrito Federal,19.468775,-99.115636
apartment,56752.32,63.0,Distrito Federal,19.2990233,-99.0436467
apartment,21343.08,43.0,Distrito Federal,19.342083,-99.0532159
house,97772.41,124.0,Distrito Federal,19.281164,-99.20237
house,434766.56,241.0,Distrito Federal,19.3167357,-99.2293233
apartment,17333.85,57.0,Quintana Roo,23.634501,-102.552788
house,97772.41,124.0,Distrito Federal,19.281164,-99.20237
apartment,255529.44,180.0,Distrito Federal,23.634501,-102.552788
house,59058.01,154.0,Distrito Federal,19.383451,-99.031827
apartment,173865.39,110.0,Distrito Federal,19.394073,-99.153915
apartment,180230.5,104.0,Distrito Federal,19.365766,-99.263112
apartment,215000.0,119.0,Quintana Roo,20.503686967,-87.22427845
apartment,1368270.0,297.0,Distrito Federal,19.435352,-99.210749
house,579688.75,714.0,Quintana Roo,21.161908,-86.8515279
house,100128.05,200.0,Distrito Federal,19.2449770188,-99.0763539076
house,205420.61,245.0,Distrito Federal,19.270576,-99.222443
apartment,778418.93,246.0,Distrito Federal,19.437185,-99.2031466
house,184393.72,242.0,Distrito Federal,19.282289,-99.110322
apartment,273969.71,156.0,Distrito Federal,19.3825884,-99.1651703
apartment,38206.75,70.0,Distrito Federal,19.370272,-99.149127
apartment,71126.75,90.0,Distrito Federal,19.473486,-99.185753
house,97493.1,115.0,Distrito Federal,19.366143,-99.145896
apartment,44783.51,56.0,Distrito Federal,19.392349,-99.07093
apartment,1700000.0,402.0,Distrito Federal,19.392937,-99.263313
apartment,316193.86,90.0,Distrito Federal,19.4374999,-99.1873839
house,66400.71,120.0,Quintana Roo,21.149214,-86.874092
house,33550.27,120.0,Distrito Federal,19.511898,-99.099573
apartment,310923.97,310.0,Quintana Roo,21.1659535914,-86.8196457624
apartment,54056.33,46.0,Distrito Federal,19.426263,-99.144483
apartment,77975.99,69.0,Distrito Federal,19.392025,-99.135302
apartment,131747.44,252.0,Distrito Federal,19.381097,-99.157704
apartment,44167.29,49.0,Distrito Federal,19.357981,-99.080612
apartment,54793.94,62.0,Distrito Federal,19.3942591987,-99.0818309784
apartment,110114.75,75.0,Distrito Federal,19.387579,-99.170353
apartment,30828.86,60.0,Distrito Federal,19.415783,-99.060391
apartment,47681.26,84.0,Distrito Federal,19.304501,-99.123121
house,530000.0,544.0,Quintana Roo,20.507163,-87.223612
house,244119.0,158.0,Quintana Roo,20.2088602,-87.4653115
house,197884.66,236.0,Quintana Roo,21.1773908,-86.8179817
apartment,71653.61,80.0,Distrito Federal,19.398732,-99.185244
apartment,44783.51,50.0,Distrito Federal,19.317698,-99.061256
apartment,225498.15,74.0,Distrito Federal,19.405298,-99.164986
apartment,44045.9,64.0,Distrito Federal,19.410215,-99.14595
apartment,598634.09,324.0,Quintana Roo,21.1902642,-86.8198375
house,203369.82,391.0,Distrito Federal,19.3515125858,-99.13228333
house,421591.82,458.0,Distrito Federal,19.2691183965,-99.127600193
apartment,24762.64,55.0,Distrito Federal,19.465349,-99.150474
apartment,71196.31,60.0,Distrito Federal,19.364257,-99.161918
apartment,289775.66,54.0,Distrito Federal,23.634501,-102.552788
house,31611.89,240.0,Zacatecas,23.634501,-102.552788
apartment,46364.1,70.0,Distrito Federal,19.39617,-99.13791
apartment,158939.31,1137.0,Distrito Federal,19.393431,-99.175782
apartment,129643.89,100.0,Distrito Federal,19.367065,-99.172099
apartment,247685.19,135.0,Distrito Federal,23.634501,-102.552788
house,52698.97,160.0,Zacatecas,22.763027,-102.544705
house,144922.18,220.0,Distrito Federal,19.451759,-99.054804
apartment,46364.1,70.0,Distrito Federal,19.39617,-99.13791
apartment,211799.66,120.0,Distrito Federal,19.361753,-99.171279
apartment,197621.16,97.0,Distrito Federal,19.2464696,-99.1013498
house,4000000.0,900.0,Distrito Federal,19.400524,-99.230064
apartment,80153.68,70.0,Distrito Federal,19.445742,-99.159469
apartment,151737.07,110.0,Distrito Federal,19.350054,-99.123847
apartment,633923.77,244.0,Distrito Federal,19.404309,-99.254934
apartment,106005.2,180.0,Distrito Federal,19.387209,-99.222038
house,210745.93,330.0,Quintana Roo,21.129547,-86.817017
house,60603.82,90.0,Distrito Federal,19.35667,-99.235854
house,474290.8,320.0,Distrito Federal,19.287188,-99.170525
apartment,32770.99,50.0,Distrito Federal,19.442774,-99.154919
house,76746.6,90.0,Distrito Federal,19.452119,-99.093016
house,1133028.03,450.0,Distrito Federal,19.327168,-99.224525
apartment,85352.1,58.0,Distrito Federal,19.386852,-99.194748
apartment,72314.83,70.0,Distrito Federal,19.445816,-99.170462
apartment,97750.97,70.0,Distrito Federal,19.371132,-99.173156
apartment,416170.53,150.0,Distrito Federal,19.395297,-99.174588
apartment,81664.04,90.0,Distrito Federal,19.441043,-99.175585
house,118544.58,144.0,Quintana Roo,21.152766,-86.852376
apartment,60603.82,62.0,Distrito Federal,19.3674239,-99.2002892
apartment,38829.93,75.0,Distrito Federal,19.448187,-99.161176
apartment,237089.17,115.0,Distrito Federal,19.394073,-99.153915
house,1512460.67,400.0,Quintana Roo,21.1640090481,-86.82033518
apartment,44666.44,85.0,Distrito Federal,19.388044,-99.185753
house,104664.75,180.0,Distrito Federal,19.363702,-99.153695
house,202891.06,350.0,Distrito Federal,19.3782351,-99.2204876
apartment,44899.52,60.0,Distrito Federal,19.449216,-99.175596
apartment,257110.04,97.0,Distrito Federal,19.3849579,-99.1598558
apartment,30821.59,58.0,Distrito Federal,19.446466,-99.148569
apartment,31514.42,85.0,Distrito Federal,19.466822,-99.157379
apartment,28945.75,1200.0,Distrito Federal,19.444641,-99.142973
apartment,35325.7,17.0,Distrito Federal,19.439716,-99.152892
apartment,80399.57,70.0,Distrito Federal,19.334265,-99.20502
apartment,49051.11,56.0,Distrito Federal,19.456993,-99.118637
apartment,231875.5,0.0,Distrito Federal,19.3784829,-99.2554436
apartment,39339.25,60.0,Distrito Federal,19.493185,-99.205755
apartment,368805.38,354.0,Distrito Federal,19.33711,-99.234155
house,200256.11,595.0,Distrito Federal,19.2381345433,-99.0989166498
